"subject","item","target_response","sentence_type","data_source","mask_added_tokens","stop_at","response","log.RT","correct","voice","model_id","max_cossim_to_targets_pre.training","max_cossim_to_targets","mean_cossim_to_targets_pre.training","mean_cossim_to_targets","f.score.pre.training","target_response.n","data_source.n","voice.n","RT","target_response.n_i_n_ds_a_t_human","target_response.n_i_n_ds_a_t_bert","target_response.n_i_n_v_a_t_ovs_passive","target_response.n_i_n_v_a_t_svo_active","target_response.n_i_n_ds_a_t_human_i_n_v_a_t_ovs_passive","target_response.n_i_n_ds_a_t_human_i_n_v_a_t_svo_active","target_response.n_i_n_ds_a_t_bert_i_n_v_a_t_svo_active","target_response.n_i_n_ds_a_t_bert_i_n_v_a_t_ovs_passive","data_source.n_i_n_tr_a_t_object_target","data_source.n_i_n_tr_a_t_subject_target","data_source.n_i_n_v_a_t_ovs_passive","data_source.n_i_n_v_a_t_svo_active","data_source.n_i_n_tr_a_t_object_target_i_n_v_a_t_ovs_passive","data_source.n_i_n_tr_a_t_object_target_i_n_v_a_t_svo_active","data_source.n_i_n_tr_a_t_subject_target_i_n_v_a_t_ovs_passive","data_source.n_i_n_tr_a_t_subject_target_i_n_v_a_t_svo_active","voice.n_i_n_tr_a_t_object_target","voice.n_i_n_tr_a_t_subject_target","voice.n_i_n_ds_a_t_human","voice.n_i_n_ds_a_t_bert","voice.n_i_n_tr_a_t_object_target_i_n_ds_a_t_human","voice.n_i_n_tr_a_t_subject_target_i_n_ds_a_t_human","voice.n_i_n_tr_a_t_subject_target_i_n_ds_a_t_bert","voice.n_i_n_tr_a_t_object_target_i_n_ds_a_t_bert"
"1","46","Object target","raising perfect passive","human","Don't mask blork","convergence","[obj]",8.13856473726163,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3424,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","53","Object target","neg perfect transitive","human","Don't mask blork","convergence","[obj]",8.35936910622267,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,4270,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","19","Subject target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[subj]",8.20631072579402,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,3664,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","79","Object target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[obj]",7.86249719723055,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2598,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","38","Subject target","neg perfect passive","human","Don't mask blork","convergence","[subj]",8.75052466911794,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,6314,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","12","Subject target","cleft subject perfect transitive","human","Don't mask blork","convergence","[subj]",8.43119947824926,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,4588,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","0","Subject target","perfect transitive","human","Don't mask blork","convergence","[subj]",7.82124208352356,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,2493,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","29","Subject target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[subj]",8.65903991564447,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,5762,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","69","Object target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[obj]",7.87891291229713,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2641,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","23","Subject target","neg perfect transitive","human","Don't mask blork","convergence","[subj]",8.42595471098197,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,4564,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","9","Subject target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[subj]",8.20193435119422,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,3648,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","76","Object target","raising perfect passive","human","Don't mask blork","convergence","[obj]",8.11492297420459,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3344,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","34","Subject target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[subj]",8.26873183211774,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,3900,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","59","Object target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[obj]",8.12917499691179,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3392,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","48","Object target","neg perfect passive","human","Don't mask blork","convergence","[obj]",8.67145815042767,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,5834,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","54","Object target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[obj]",8.64646552712038,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,5690,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","49","Object target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[obj]",7.71690613529839,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2246,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","5","Subject target","perfect passive","human","Don't mask blork","convergence","[obj]",7.80016307039296,FALSE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2441,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","68","Object target","neg perfect passive","human","Don't mask blork","convergence","[obj]",8.05642676752298,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3154,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","3","Subject target","neg perfect transitive","human","Don't mask blork","convergence","[subj]",8.50855599802057,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,4957,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","18","Subject target","neg perfect passive","human","Don't mask blork","convergence","[subj]",7.75448154747038,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2332,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","17","Subject target","cleft subject perfect passive","human","Don't mask blork","convergence","[subj]",7.39326309476384,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,1625,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","52","Object target","cleft subject perfect transitive","human","Don't mask blork","convergence","[obj]",8.00803284696931,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,3005,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","45","Object target","perfect passive","human","Don't mask blork","convergence","[obj]",8.16223106548118,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3506,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","41","Object target","raising perfect transitive","human","Don't mask blork","convergence","[obj]",8.00469951054955,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,2995,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","37","Subject target","cleft subject perfect passive","human","Don't mask blork","convergence","[subj]",8.06683531441734,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,3187,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","20","Subject target","perfect transitive","human","Don't mask blork","convergence","[subj]",8.03430693633949,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,3085,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","50","Object target","perfect transitive","human","Don't mask blork","convergence","[obj]",8.22228507387272,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,3723,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","71","Object target","raising perfect transitive","human","Don't mask blork","convergence","[obj]",7.48324441607385,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,1778,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","13","Subject target","neg perfect transitive","human","Don't mask blork","convergence","[subj]",8.09651291750159,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,3283,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","11","Subject target","raising perfect transitive","human","Don't mask blork","convergence","[subj]",8.39728289474368,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,4435,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","42","Object target","cleft subject perfect transitive","human","Don't mask blork","convergence","[obj]",8.37031599555548,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,4317,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","56","Object target","raising perfect passive","human","Don't mask blork","convergence","[obj]",7.97108575350561,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2896,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","72","Object target","cleft subject perfect transitive","human","Don't mask blork","convergence","[obj]",7.80139132029149,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,2444,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","16","Subject target","raising perfect passive","human","Don't mask blork","convergence","[subj]",8.7738488852629,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,6463,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","1","Subject target","raising perfect transitive","human","Don't mask blork","convergence","[subj]",8.09833884618906,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,3289,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","66","Object target","raising perfect passive","human","Don't mask blork","convergence","[obj]",7.94873845481361,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2832,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","4","Subject target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[subj]",8.47365918939251,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,4787,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","47","Object target","cleft subject perfect passive","human","Don't mask blork","convergence","[obj]",8.0643219609108,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3179,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","27","Subject target","cleft subject perfect passive","human","Don't mask blork","convergence","[subj]",7.68340368105383,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2172,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","60","Object target","perfect transitive","human","Don't mask blork","convergence","[obj]",8.34021732094704,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,4189,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","14","Subject target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[subj]",8.94363670590959,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,7659,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","33","Subject target","neg perfect transitive","human","Don't mask blork","convergence","[subj]",8.80267284031282,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,6652,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","55","Object target","perfect passive","human","Don't mask blork","convergence","[obj]",8.01763715990848,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3034,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","70","Object target","perfect transitive","human","Don't mask blork","convergence","[obj]",8.47428569040496,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,4790,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","36","Subject target","raising perfect passive","human","Don't mask blork","convergence","[subj]",8.2380082492184,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,3782,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","62","Object target","cleft subject perfect transitive","human","Don't mask blork","convergence","[obj]",8.24800570160062,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,3820,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","31","Subject target","raising perfect transitive","human","Don't mask blork","convergence","[subj]",8.11820704940578,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,3355,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","64","Object target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[obj]",7.81075811652936,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,2467,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","7","Subject target","cleft subject perfect passive","human","Don't mask blork","convergence","[subj]",8.09894674894334,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,3291,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","6","Subject target","raising perfect passive","human","Don't mask blork","convergence","[obj]",7.79729127354747,FALSE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2434,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","32","Subject target","cleft subject perfect transitive","human","Don't mask blork","convergence","[subj]",7.76472054477148,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,2356,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","61","Object target","raising perfect transitive","human","Don't mask blork","convergence","[obj]",8.23906533176927,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,3786,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","44","Object target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[obj]",8.18479265416508,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,3586,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","78","Object target","neg perfect passive","human","Don't mask blork","convergence","[obj]",8.24748200428569,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3818,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","43","Object target","neg perfect transitive","human","Don't mask blork","convergence","[obj]",8.18339736999843,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,3581,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","35","Subject target","perfect passive","human","Don't mask blork","convergence","[subj]",7.92407232492342,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2763,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","65","Object target","perfect passive","human","Don't mask blork","convergence","[obj]",7.70796153183549,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2226,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","24","Subject target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[subj]",8.01532730902172,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,3027,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","73","Object target","neg perfect transitive","human","Don't mask blork","convergence","[obj]",7.82763954636642,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,2509,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","15","Subject target","perfect passive","human","Don't mask blork","convergence","[subj]",7.73543335249969,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2288,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","22","Subject target","cleft subject perfect transitive","human","Don't mask blork","convergence","[subj]",7.63094658089046,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,2061,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","21","Subject target","raising perfect transitive","human","Don't mask blork","convergence","[subj]",7.77779262633883,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,2387,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","67","Object target","cleft subject perfect passive","human","Don't mask blork","convergence","[obj]",7.78030308790837,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2393,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","2","Subject target","cleft subject perfect transitive","human","Don't mask blork","convergence","[obj]",8.31090675716845,FALSE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,4068,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","58","Object target","neg perfect passive","human","Don't mask blork","convergence","[obj]",7.74022952476318,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,2299,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","74","Object target","cleft subject raising perfect transitive","human","Don't mask blork","convergence","[obj]",7.88570539124302,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,2659,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","26","Subject target","raising perfect passive","human","Don't mask blork","convergence","[subj]",8.37655086161377,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,4344,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","28","Subject target","neg perfect passive","human","Don't mask blork","convergence","[subj]",7.88758403166028,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2664,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","25","Subject target","perfect passive","human","Don't mask blork","convergence","[subj]",7.71154897962915,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2234,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","51","Object target","raising perfect transitive","human","Don't mask blork","convergence","[obj]",8.70134640303916,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,6011,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","8","Subject target","neg perfect passive","human","Don't mask blork","convergence","[subj]",7.88532923927319,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2658,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","30","Subject target","perfect transitive","human","Don't mask blork","convergence","[subj]",8.07651532755233,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,3218,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","57","Object target","cleft subject perfect passive","human","Don't mask blork","convergence","[obj]",9.03658204584272,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,8405,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","10","Subject target","perfect transitive","human","Don't mask blork","convergence","[subj]",8.43641688138895,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,-0.5,0.5,0.5,4612,-0.5,0,0,-0.5,0,-0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0
"1","63","Object target","neg perfect transitive","human","Don't mask blork","convergence","[obj]",7.93020620668468,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,2780,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","40","Object target","perfect transitive","human","Don't mask blork","convergence","[obj]",8.63639743889471,TRUE,"SVO active",NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,5633,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0
"1","77","Object target","cleft subject perfect passive","human","Don't mask blork","convergence","[obj]",8.41538192526955,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,4516,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"1","39","Subject target","cleft subject raising perfect passive","human","Don't mask blork","convergence","[subj]",7.96206730875367,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,2870,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"1","75","Object target","perfect passive","human","Don't mask blork","convergence","[obj]",8.14670905220332,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,0.5,0.5,-0.5,3452,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,-0.5,0,-0.5,0,-0.5,0,0,0
"2","25","Subject target","perfect passive","human","Don't mask blork","convergence","[subj]",8.6278397115033,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,5585,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
"2","28","Subject target","neg perfect passive","human","Don't mask blork","convergence","[subj]",8.45489216521886,TRUE,"OVS passive",NA,NA,NA,NA,NA,NA,-0.5,0.5,-0.5,4698,-0.5,0,-0.5,0,-0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,-0.5,-0.5,0,0,-0.5,0,0
